TopicNumber,Topic,URL,Publication,Category,HeroImage,HeroFilename,HeroAltText,SectionImageCount,SectionImagePaths,Uniqueness,Format,QAStatus
267,"Approval API","/developers/approval-api",published,developers,"/images/topics/approval-api/approval-api-hero.webp","approval-api-hero.webp","Illustrative photograph of a developer building software for creative teams",1,"/images/topics/approval-api/approval-api-sign-off-that-reaches-the-syst.webp",verified-unique,webp,passed
268,"Webhook Events","/developers/webhook-events",framed,developers,"/images/topics/webhook-events/webhook-events-hero.webp","webhook-events-hero.webp","Illustrative photograph of a developer building software for creative teams",1,"/images/topics/webhook-events/webhook-events-a-single-message-about-somethi.webp",verified-unique,webp,passed
269,"Asset Created Webhook","/developers/asset-created-webhook",held,developers,"/images/topics/asset-created-webhook/asset-created-webhook-hero.webp","asset-created-webhook-hero.webp","Illustrative photograph of a developer building software for creative teams",3,"/images/topics/asset-created-webhook/asset-created-webhook-news-that-something-new-has-en.webp; /images/topics/asset-created-webhook/asset-created-webhook-work-that-often-starts-when-ne.webp; /images/topics/asset-created-webhook/asset-created-webhook-an-archive-that-catalogues-mat.webp",verified-unique,webp,passed
270,"Comment Added Webhook","/developers/comment-added-webhook",held,developers,"/images/topics/comment-added-webhook/comment-added-webhook-hero.webp","comment-added-webhook-hero.webp","Illustrative photograph of a developer building software for creative teams",2,"/images/topics/comment-added-webhook/comment-added-webhook-when-feedback-on-an-asset-need.webp; /images/topics/comment-added-webhook/comment-added-webhook-brand-feedback-that-reaches-de.webp",verified-unique,webp,passed
271,"Approval Requested Webhook","/developers/approval-requested-webhook",held,developers,"/images/topics/approval-requested-webhook/approval-requested-webhook-hero.webp","approval-requested-webhook-hero.webp","Illustrative photograph of a developer building software for creative teams",3,"/images/topics/approval-requested-webhook/approval-requested-webhook-the-moment-work-is-put-forward.webp; /images/topics/approval-requested-webhook/approval-requested-webhook-where-an-approval-request-trav.webp; /images/topics/approval-requested-webhook/approval-requested-webhook-compliance-review-that-starts-.webp",verified-unique,webp,passed
272,"Billing Events","/developers/billing-events",held,developers,"/images/topics/billing-events/billing-events-hero.webp","billing-events-hero.webp","Illustrative photograph of a developer building software for creative teams",1,"/images/topics/billing-events/billing-events-administrative-work-that-follo.webp",verified-unique,webp,passed
273,"API Documentation","/developers/api-documentation",published,developers,"/images/topics/api-documentation/api-documentation-hero.webp","api-documentation-hero.webp","Illustrative photograph of a developer building software for creative teams",1,"/images/topics/api-documentation/api-documentation-the-reference-that-turns-a-pla.webp",verified-unique,webp,passed
274,"OpenAPI Specification","/developers/openapi-specification",held,developers,"/images/topics/openapi-specification/openapi-specification-hero.webp","openapi-specification-hero.webp","Illustrative photograph of a developer building software for creative teams",2,"/images/topics/openapi-specification/openapi-specification-a-description-of-the-api-that-.webp; /images/topics/openapi-specification/openapi-specification-what-developers-can-do-with-an.webp",verified-unique,webp,passed
275,"Developer Authentication","/developers/developer-authentication",published,developers,"/images/topics/developer-authentication/developer-authentication-hero.webp","developer-authentication-hero.webp","Illustrative photograph of a developer building software for creative teams",2,"/images/topics/developer-authentication/developer-authentication-proof-of-identity-carried-thro.webp; /images/topics/developer-authentication/developer-authentication-a-catalogue-job-moves-from-a-l.webp",verified-unique,webp,passed
276,"API Tenant Isolation","/developers/api-tenant-isolation",published,developers,"/images/topics/api-tenant-isolation/api-tenant-isolation-hero.webp","api-tenant-isolation-hero.webp","Illustrative photograph of a developer building software for creative teams",2,"/images/topics/api-tenant-isolation/api-tenant-isolation-automated-access-that-stays-wi.webp; /images/topics/api-tenant-isolation/api-tenant-isolation-a-new-client-joins-an-agencys-.webp",verified-unique,webp,passed
277,"API Security","/developers/api-security",published,developers,"/images/topics/api-security/api-security-hero.webp","api-security-hero.webp","Illustrative photograph of a developer building software for creative teams",2,"/images/topics/api-security/api-security-when-software-not-a-person-rea.webp; /images/topics/api-security/api-security-an-embargoed-launch-and-a-part.webp",verified-unique,webp,passed
278,"Developer Automation","/developers/developer-automation",published,developers,"/images/topics/developer-automation/developer-automation-hero.webp","developer-automation-hero.webp","Illustrative photograph of a developer building software for creative teams",2,"/images/topics/developer-automation/developer-automation-routine-library-work-handed-ov.webp; /images/topics/developer-automation/developer-automation-course-recordings-handled-with.webp",verified-unique,webp,passed
279,"Custom Asset Applications","/developers/custom-asset-applications",published,developers,"/images/topics/custom-asset-applications/custom-asset-applications-hero.webp","custom-asset-applications-hero.webp","Illustrative photograph of a developer building software for creative teams",1,"/images/topics/custom-asset-applications/custom-asset-applications-a-dedicated-tool-with-the-libr.webp",verified-unique,webp,passed
280,"GetSibu for Developers","/developers",published,developers,"/images/topics/getsibu-for-developers/getsibu-for-developers-hero.webp","getsibu-for-developers-hero.webp","Illustrative photograph of a developer building software for creative teams",2,"/images/topics/getsibu-for-developers/getsibu-for-developers-asset-management-that-reaches-.webp; /images/topics/getsibu-for-developers/getsibu-for-developers-the-developer-topics-across-th.webp",verified-unique,webp,passed
281,"Migrate to GetSibu","/migration",published,migration,"/images/topics/migrate-to-getsibu/migrate-to-getsibu-hero.webp","migrate-to-getsibu-hero.webp","Illustrative photograph of an existing archive being reorganised",1,"/images/topics/migrate-to-getsibu/migrate-to-getsibu-moving-a-library-without-losin.webp",verified-unique,webp,passed
282,"Creative Library Migration","/migration/creative-library-migration",published,migration,"/images/topics/creative-library-migration/creative-library-migration-hero.webp","creative-library-migration-hero.webp","Illustrative photograph of an existing archive being reorganised",2,"/images/topics/creative-library-migration/creative-library-migration-a-destination-worth-moving-to-.webp; /images/topics/creative-library-migration/creative-library-migration-what-makes-a-migrated-library-.webp",verified-unique,webp,passed
283,"Google Drive Migration","/migration/google-drive-migration",held,migration,"/images/topics/google-drive-migration/google-drive-migration-hero.webp","google-drive-migration-hero.webp","Illustrative photograph of an existing archive being reorganised",2,"/images/topics/google-drive-migration/google-drive-migration-a-move-that-does-not-start-wit.webp; /images/topics/google-drive-migration/google-drive-migration-a-decade-of-campaign-folders-m.webp",verified-unique,webp,passed
284,"Dropbox Migration","/migration/dropbox-migration",held,migration,"/images/topics/dropbox-migration/dropbox-migration-hero.webp","dropbox-migration-hero.webp","Illustrative photograph of an existing archive being reorganised",1,"/images/topics/dropbox-migration/dropbox-migration-keeping-the-metadata-and-struc.webp",verified-unique,webp,passed
285,"S3 Migration","/migration/s3-migration",held,migration,"/images/topics/s3-migration/s3-migration-hero.webp","s3-migration-hero.webp","Illustrative photograph of an existing archive being reorganised",2,"/images/topics/s3-migration/s3-migration-a-store-built-for-software-joi.webp; /images/topics/s3-migration/s3-migration-years-of-course-recordings-bro.webp",verified-unique,webp,passed
286,"Metadata Migration","/migration/metadata-migration",published,migration,"/images/topics/metadata-migration/metadata-migration-hero.webp","metadata-migration-hero.webp","Illustrative photograph of an existing archive being reorganised",1,"/images/topics/metadata-migration/metadata-migration-carrying-the-fields-that-matte.webp",verified-unique,webp,passed
287,"Folder Structure Migration","/migration/folder-structure-migration",published,migration,"/images/topics/folder-structure-migration/folder-structure-migration-hero.webp","folder-structure-migration-hero.webp","Illustrative photograph of an existing archive being reorganised",2,"/images/topics/folder-structure-migration/folder-structure-migration-mirror-the-tree-or-redraw-it-d.webp; /images/topics/folder-structure-migration/folder-structure-migration-a-brand-team-retires-a-regiona.webp",verified-unique,webp,passed
288,"Creative Data Migration","/migration/creative-data-migration",published,migration,"/images/topics/creative-data-migration/creative-data-migration-hero.webp","creative-data-migration-hero.webp","Illustrative photograph of an existing archive being reorganised",3,"/images/topics/creative-data-migration/creative-data-migration-moving-the-meaning-along-with-.webp; /images/topics/creative-data-migration/creative-data-migration-what-helps-context-survive-a-l.webp; /images/topics/creative-data-migration/creative-data-migration-an-events-archive-moved-as-eve.webp",verified-unique,webp,passed
289,"DAM Migration Strategy","/migration/dam-migration-strategy",published,migration,"/images/topics/dam-migration-strategy/dam-migration-strategy-hero.webp","dam-migration-strategy-hero.webp","Illustrative photograph of an existing archive being reorganised",1,"/images/topics/dam-migration-strategy/dam-migration-strategy-a-strategy-starts-with-what-ex.webp",verified-unique,webp,passed
290,"Digital Asset Migration Planning","/migration/digital-asset-migration-planning",published,migration,"/images/topics/digital-asset-migration-planning/digital-asset-migration-planning-hero.webp","digital-asset-migration-planning-hero.webp","Illustrative photograph of an existing archive being reorganised",1,"/images/topics/digital-asset-migration-planning/digital-asset-migration-planning-a-plan-that-settles-three-ques.webp",verified-unique,webp,passed
291,"Bulk Import","/migration/bulk-import",published,migration,"/images/topics/bulk-import/bulk-import-hero.webp","bulk-import-hero.webp","Illustrative photograph of an existing archive being reorganised",1,"/images/topics/bulk-import/bulk-import-the-step-where-the-plan-meets-.webp",verified-unique,webp,passed
292,"Migration Without Downtime","/migration/migration-without-downtime",published,migration,"/images/topics/migration-without-downtime/migration-without-downtime-hero.webp","migration-without-downtime-hero.webp","Illustrative photograph of an existing archive being reorganised",1,"/images/topics/migration-without-downtime/migration-without-downtime-work-carries-on-while-the-new-.webp",verified-unique,webp,passed
293,"Migration Metadata Preservation","/migration/migration-metadata-preservation",published,migration,"/images/topics/migration-metadata-preservation/migration-metadata-preservation-hero.webp","migration-metadata-preservation-hero.webp","Illustrative photograph of an existing archive being reorganised",2,"/images/topics/migration-metadata-preservation/migration-metadata-preservation-the-information-that-cannot-si.webp; /images/topics/migration-metadata-preservation/migration-metadata-preservation-where-responsibility-for-metad.webp",verified-unique,webp,passed
